3	3
3	24
3	3
3	20
3	3
3	3
3	3
3	3
3	3
3	3
3	3
3	3
3	15
3	24
3	3
3	20
3	3
3	3
3	3
3	3
3	3
3	3
3	3
3	26
3	3
3	3
3	21
3	3
3	3
3	3
3	4
3	4
3	3
4	4
4	4
4	4
4	4
4	17
4	4
4	4
4	4
4	4
4	4
4	4
4	4
4	4
4	4
4	20
4	4
4	4
4	4
4	4
4	4
4	4
4	4
4	4
4	4
4	4
4	4
4	4
4	4
4	19
4	17
4	17
4	4
4	4
4	4
4	17
4	17
4	4
4	4
4	17
4	30
4	18
4	4
4	17
4	4
4	4
4	34
4	8
4	8
4	35
4	9
4	26
4	4
4	4
4	16
4	40
4	35
4	30
4	5
4	5
4	33
4	31
4	16
4	4
4	8
4	4
4	4
4	5
4	5
5	5
5	16
5	5
5	16
5	26
5	5
5	5
5	34
5	5
5	16
5	30
5	16
5	16
5	6
5	5
5	16
5	20
5	5
5	6
5	5
5	5
5	30
5	5
5	5
5	5
5	5
5	5
5	16
5	5
5	29
5	5
5	26
5	5
5	5
5	15
5	5
5	10
5	12
5	16
5	8
5	8
5	30
5	10
5	8
5	8
5	9
5	30
5	15
5	7
5	5
5	5
5	7
5	5
5	6
5	7
5	5
5	5
5	33
5	5
5	5
5	33
5	34
5	26
5	6
5	5
5	6
5	5
5	6
5	5
5	15
5	6
5	30
5	6
5	15
6	6
6	6
6	12
6	6
6	6
6	6
6	6
6	6
6	26
6	7
6	9
6	36
6	6
6	33
6	6
6	13
6	13
6	6
6	13
6	6
6	35
6	6
6	6
6	6
6	6
6	6
6	6
6	6
6	7
6	6
6	6
6	6
6	14
6	7
6	7
6	7
7	7
7	7
7	7
7	7
7	7
7	7
7	7
7	7
7	7
7	7
7	27
7	7
7	7
7	7
7	7
7	41
7	41
7	7
7	7
7	41
7	15
7	41
7	9
7	9
7	7
7	36
7	9
7	7
7	9
7	7
7	9
7	31
7	35
7	35
7	26
7	7
7	35
7	33
7	8
7	9
7	8
7	7
7	8
8	8
8	26
8	9
8	8
8	9
8	16
8	8
8	29
8	8
8	8
8	26
8	16
8	29
8	29
8	8
8	8
8	8
8	8
8	16
8	16
8	8
8	33
8	8
8	10
8	8
8	11
8	8
8	17
8	33
8	8
8	8
8	10
8	8
8	8
8	8
8	34
8	8
8	33
8	33
8	8
8	11
8	8
8	11
8	33
8	29
8	8
8	34
8	8
8	16
8	33
8	11
8	8
8	9
8	31
8	28
8	8
8	26
8	56
8	37
8	8
8	8
8	11
8	9
8	13
8	9
8	13
8	8
8	9
8	15
8	34
8	8
8	8
9	9
9	9
9	9
9	36
9	9
9	40
9	9
9	9
9	9
9	11
9	40
9	9
9	9
9	9
9	9
9	34
9	9
9	34
9	9
9	34
9	9
9	34
9	9
9	9
9	9
9	9
9	33
9	33
9	9
9	9
9	9
9	33
9	33
9	9
9	34
9	26
9	9
9	33
9	10
9	9
9	33
9	33
9	41
9	34
9	37
9	9
9	30
9	9
9	10
9	10
9	30
9	10
9	15
9	10
9	10
9	40
9	9
9	10
10	10
10	10
10	10
10	30
10	26
10	10
10	45
10	35
10	11
10	10
10	30
10	30
10	13
10	11
10	10
10	10
10	39
10	13
10	66
10	10
10	13
10	10
10	13
10	10
10	10
10	10
10	10
10	10
10	10
10	10
10	10
10	72
10	66
10	11
10	10
10	40
10	72
10	72
10	72
10	54
10	67
10	66
10	10
10	13
10	72
10	11
10	10
10	10
10	11
10	11
11	11
11	72
11	11
11	72
11	11
11	11
11	11
11	11
11	13
11	67
11	13
11	40
11	40
11	40
11	31
11	41
11	31
11	85
11	85
11	11
11	35
11	12
11	82
11	67
11	86
11	12
11	12
11	12
11	11
11	61
11	12
11	67
11	67
11	61
11	30
11	12
11	56
11	45
11	38
11	11
11	11
11	60
11	56
11	12
11	39
11	11
11	12
11	12
11	11
11	58
11	59
11	11
11	28
11	29
11	28
11	29
11	28
