4	21
5	5
5	5
5	10
5	10
5	10
5	39
5	10
5	11
5	5
5	11
5	11
5	39
5	10
5	39
5	39
5	5
5	10
5	10
5	10
5	14
5	5
5	38
5	37
5	17
5	10
5	5
5	14
6	10
6	37
6	11
6	11
6	11
6	38
6	17
6	18
6	6
6	11
6	6
6	6
6	11
6	17
6	11
6	18
6	18
6	6
6	18
6	6
6	6
6	6
6	19
6	23
6	24
6	24
6	6
7	7
7	7
7	8
7	7
7	7
7	7
7	7
7	7
7	7
7	7
7	13
7	38
7	7
7	13
7	19
7	20
7	7
7	7
7	12
7	12
7	7
7	7
7	7
7	23
7	7
7	13
7	7
7	8
7	8
7	8
7	8
7	8
8	8
8	8
8	8
8	8
8	16
8	38
8	41
8	48
8	47
8	16
8	9
8	9
8	40
8	17
8	44
8	17
8	16
8	8
8	9
8	8
9	9
9	16
9	9
9	9
9	40
9	9
9	15
9	9
9	10
9	17
9	37
9	10
9	40
9	10
10	10
10	17
10	10
10	38
10	39
10	11
10	11
10	10
10	38
10	17
10	10
10	17
10	36
10	36
10	10
10	10
10	10
10	39
10	39
10	10
10	10
10	10
10	10
10	10
11	11
11	11
11	39
11	11
11	17
11	17
11	39
11	11
11	38
11	11
11	11
11	11
11	17
11	38
11	18
11	15
11	38
11	11
11	38
11	11
11	12
11	11
11	11
11	11
11	12
11	12
12	12
12	12
12	12
12	39
12	19
12	12
12	12
12	12
12	12
12	12
12	12
12	37
12	12
12	12
12	19
12	19
12	38
12	19
12	23
12	23
12	19
12	19
12	12
12	18
12	12
12	19
12	12
12	43
12	21
12	12
12	37
12	12
12	36
12	13
12	13
12	13
12	12
12	13
12	41
13	13
13	13
13	36
13	38
13	13
13	36
13	41
13	13
13	13
13	47
13	13
13	13
13	13
13	13
13	38
13	13
13	19
13	19
13	38
13	13
13	38
13	19
13	37
14	47
14	38
14	38
14	14
14	38
14	16
14	14
14	14
14	38
14	14
14	22
14	14
14	40
14	14
14	37
14	16
14	14
