3	3
3	3
3	3
3	3
3	3
3	3
3	3
3	3
3	3
3	3
3	20
3	11
3	3
3	4
3	4
3	3
3	3
3	3
3	20
3	17
3	16
3	17
3	3
3	38
3	20
3	4
3	3
3	34
3	34
3	3
3	4
3	9
3	3
3	17
3	34
3	4
3	17
3	16
3	17
3	4
3	3
3	3
3	3
3	20
3	20
3	4
3	20
3	20
3	20
3	4
3	23
3	4
3	6
3	3
3	3
3	4
3	31
3	17
3	4
3	7
3	4
3	3
3	4
3	4
3	4
3	17
3	3
3	4
3	4
3	7
3	35
3	4
4	7
4	4
4	4
4	4
4	6
4	7
4	4
4	4
4	20
4	7
4	7
4	4
4	4
4	4
4	4
4	4
4	4
4	36
4	32
4	4
4	4
4	4
4	4
4	4
4	4
4	5
4	21
4	21
4	31
4	5
4	12
4	39
4	4
4	4
4	5
4	4
4	5
4	4
4	22
4	4
4	4
4	4
4	5
4	4
4	5
4	5
4	4
4	21
4	5
4	7
4	5
4	5
4	5
4	5
5	5
5	5
5	5
5	30
5	21
5	5
5	21
5	5
5	5
5	5
5	21
5	22
5	21
5	5
5	5
5	7
5	32
5	22
5	5
5	5
5	5
5	5
5	6
5	5
5	22
5	5
5	21
5	5
5	5
5	5
5	21
5	10
5	21
5	9
5	6
5	7
5	6
6	7
6	6
6	6
6	6
6	6
6	9
6	6
6	6
6	9
6	6
6	6
6	20
6	6
6	6
6	6
6	23
6	6
6	6
6	6
6	10
6	6
6	23
6	6
6	7
6	20
6	22
6	7
6	9
7	20
7	20
7	20
7	11
7	7
7	11
7	7
7	7
7	7
7	7
7	7
7	21
7	12
7	21
7	12
7	7
7	7
7	21
7	7
7	7
7	11
7	67
7	12
7	7
7	7
7	7
7	35
7	55
7	32
7	7
7	32
7	7
7	22
7	7
7	29
7	12
7	7
7	7
7	30
7	61
7	7
7	30
7	7
7	8
7	31
7	13
7	28
7	7
7	13
7	61
7	34
7	32
7	61
7	31
7	34
7	8
7	8
7	11
7	8
7	18
7	8
7	61
7	40
7	40
7	14
8	8
8	61
8	56
8	36
8	35
8	61
8	61
8	61
8	8
8	32
8	61
8	29
8	34
8	15
8	34
8	8
8	8
8	8
8	61
8	35
8	61
8	31
8	8
8	18
